Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
C.T. Pan,-,-,MC,-,-,MC,4,-,-,-,3,-,-,-,-,-,25,-,8,MC,36,MC,MC,MC,7000,190/1,Bet 365,Further details,MC
Lee Hodges,6,-,41,MC^^,73,MC,-,55,29,12,25,-,-,-,-,-,-,-,-,-,-,-,-,25,6900,250/1,Bet 365,Further details,MC
Mark Hubbard,MC,-,11,MC^^,18,27,-,75,9,30,6,-,-,-,-,-,71,-,43,-,-,37,13,46,6900,200/1,Bet 365,Further details,MC
Davis Riley,WD,-,MC,1^^,-,MC,MC,MC,MC,54,-,-,-,-,-,-,-,-,-,-,-,-,-,64,6900,160/1,Bet 365,Further details,45
Seonghyeon Kim,15,-,-,13^^,24,MC,50,-,MC,41,25,-,-,-,-,-,-,-,-,-,-,-,-,-,6900,250/1,Bet 365,Further details,MC
Michael Kim,46,-,-,19^^,30,7,MC,-,6,-,43,MC,-,-,-,-,-,MC,69,MC,MC,MC,MC,-,6900,225/1,Bet 365,Further details,38
Alex Smalley,MC,-,MC,-,MC,18,-,23,40,MC,25,-,-,-,-,-,-,-,-,-,-,-,-,MC,6900,175/1,Bet 365,Further details,9
Doug Ghim,MC,-,54,MC^^,MC,27,19,-,-,-,12,-,-,-,-,-,-,-,-,MC,-,-,54,MC,6900,300/1,Bet 365,Further details,15
J.J Spaun,22,-,MC,26^^,-,27,-,MC,63,30,-,-,-,-,-,-,-,-,-,47,30,MC,47,MC,6900,175/1,Bet 365,Further details,MC
Michael Thorbjornsen,-,-,-,-,-,-,-,-,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,4,6800,250/1,Bet 365,Further details,MC
Webb Simpson,-,-,MC,-,-,64,-,MC,-,-,-,-,-,29,5,-,-,34,8,MC,-,-,-,13,6800,275/1,Bet 365,Further details,52
Matthew NeSmith,MC,-,59,4^^,-,35,30,23,48,MC,-,-,-,-,-,-,-,-,-,-,-,MC,MC,19,6800,300/1,Bet 365,Further details,MC
Kevin Streelman,46,-,51,-,MC,18,-,-,9,MC,-,49,-,47,MC,1,MC,MC,8,33,15,2,MC,25,6800,350/1,Bet 365,Further details,MC
Mackenzie Hughes,-,29,MC,-,-,MC,14,MC,-,MC,MC,49,-,-,-,-,-,-,17,42,51,3,76,25,6800,200/1,Bet 365,Further details,WD
Hayden Buckley,10,-,5,26^^,-,43,-,26,MC,MC,-,MC,-,-,-,-,-,-,-,-,-,-,-,43,6800,250/1,Bet 365,Further details,MC
Sam Stevens,2,-,MC,MC^^,-,47,34,72,29,41,-,43,-,-,-,-,-,-,-,-,-,-,-,-,6800,225/1,Bet 365,Further details,MC
Garrick Higgo,64,-,48,-,MC,MC,30,-,MC,30,50,-,-,-,-,-,-,-,-,-,-,-,MC,MC,6800,225/1,Bet 365,Further details,MC
Nick Hardy,28,-,MC,1^^,-,68,-,MC,48,MC,-,20,-,-,-,-,-,-,-,61,-,-,-,8,6700,250/1,Bet 365,Further details,38
Chez Reavie,6,-,11,-,49,MC,-,40,40,58,25,-,-,11,43,-,25,47,43,MC,1,46,25,8,6700,300/1,Bet 365,Further details,4
Patton Kizzire,64,-,31,26^^,MC,MC,30,-,48,-,38,-,-,-,-,-,-,-,53,MC,MC,6,MC,64,6700,275/1,Bet 365,Further details,MC
Ben Martin,10,-,41,MC^^,46,MC,-,-,57,-,MC,-,-,-,-,-,-,MC,-,MC,-,-,-,-,6700,225/1,Bet 365,Further details,63
Harry Hall,28,-,-,MC^^,10,MC,83,-,3,-,34,-,-,-,-,-,-,-,-,-,-,-,-,-,6700,200/1,Bet 365,Further details,56
Taylor Pendrith,MC,-,MC,13^^,30,MC,-,29,-,60,65,MC,-,-,-,-,-,-,-,-,-,-,-,-,6700,225/1,Bet 365,Further details,MC
Vincent Norrman,MC,-,-,9^^,18,-,8,-,48,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,6700,300/1,Bet 365,Further details,MC
Ryan Palmer,MC,-,MC,MC^^,-,35,8,-,MC,-,-,-,-,-,-,-,-,-,53,MC,-,MC,-,MC,6700,225/1,Bet 365,Further details,33
Luke List,39,-,MC,23^^,MC,MC,34,-,57,16,-,MC,-,-,MC,-,-,MC,-,MC,-,MC,-,19,6600,250/1,Bet 365,Further details,33
Andrew Novak,9,-,-,MC^^,49,-,67,-,40,-,9,-,-,-,-,-,-,-,-,-,-,-,-,46,6600,400/1,Bet 365,Further details,MC
Matt Wallace,28,-,MC,MC^^,MC,MC,-,65,MC,48,-,-,-,-,-,-,-,-,-,-,-,MC,-,46,6600,275/1,Bet 365,Further details,MC
Joel Dahmen,-,-,MC,11^^,-,MC,-,69,68,MC,-,MC,-,-,-,-,-,-,62,MC,43,20,-,69,6600,300/1,Bet 365,Further details,MC
Kevin Yu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6600,300/1,Bet 365,Further details,49
Dylan Wu,39,-,-,MC^^,15,21,MC,-,MC,-,25,32,-,-,-,-,-,-,-,-,-,-,-,MC,6600,300/1,Bet 365,Further details,MC
Charley Hoffman,22,-,-,19^^,55,-,MC,-,-,-,-,49,-,2,7,26,-,25,3,15,MC,41,30,MC,6600,400/1,Bet 365,Further details,MC
Cameron Champ,MC,MC,MC,-,8,MC,50,-,63,-,MC,-,-,-,-,-,-,-,-,-,MC,-,-,MC,6600,250/1,Bet 365,Further details,MC
Sam Ryder,3,-,MC,26^^,-,MC,-,MC,MC,56,-,-,-,-,-,-,-,-,-,26,51,MC,54,35,6500,300/1,Bet 365,Further details,MC
Stewart Cink,MC,-,MC,-,-,67,34,-,3^,60,-,MC,-,-,81,-,MC,-,-,2,-,MC,30,53,6500,500/1,Bet 365,Further details,MC
Benjamin Griffin,MC,-,31,MC^^,-,MC,MC,MC,52,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6500,250/1,Bet 365,Further details,MC
Jimmy Walker,22,-,25,MC^^,15,14,74,MC,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6500,400/1,Bet 365,Further details,MC
Carson Young,MC,-,19,MC^^,15,MC,14,-,21,-,43,MC,-,-,-,-,-,-,-,-,-,-,-,-,6500,400/1,Bet 365,Further details,15
Davis Thompson,-,-,63,MC^^,-,MC,70,MC,-,56,-,MC,-,-,-,-,-,-,-,-,-,-,MC,-,6500,350/1,Bet 365,Further details,MC
Austin Smotherman,MC,-,67,MC^^,5,MC,MC,-,21,-,50,-,-,-,-,-,-,-,-,-,-,-,-,MC,6500,600/1,Bet 365,Further details,MC
Danny Willett,-,MC,56,-,-,MC,-,MC,MC,54,-,-,-,-,-,-,-,-,-,-,-,MC,-,MC,6500,400/1,Bet 365,Further details,MC
David Lipsky,-,-,MC,13^^,60,MC,MC,-,16,12,MC,-,-,-,-,-,-,-,-,-,-,-,MC,MC,6500,500/1,Bet 365,Further details,56
Chesson Hadley,60,-,MC,MC^^,-,MC,MC,-,-,-,43,-,-,-,-,104,-,MC,-,MC,MC,-,MC,5,6400,500/1,Bet 365,Further details,24
Scott Stallings,-,26,56,MC^^,-,-,MC,MC,MC,MC,-,MC,-,-,-,-,-,MC,MC,38,MC,6,MC,8,6400,300/1,Bet 365,Further details,MC
Lucas Glover,45,-,MC,-,MC,MC,79,-,-,MC,20,-,-,47,MC,-,MC,-,MC,-,MC,20,-,70,6400,500/1,Bet 365,Further details,MC
Marty Dou Zecheng,MC,-,-,MC^^,49,-,5,-,63,-,MC,-,-,-,-,-,-,-,-,MC,-,-,-,-,6400,350/1,Bet 365,Further details,52
