Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
C.T. Pan,-,-,-,MC,-,-,9,WD,-,-,MC,MC,-,-,-,-,-,6,13,MC,-,MC,-,-,6800,175/1,Bet 365,Further details,NR
Austin Smotherman,-,-,-,MC,-,-,MC,35,-,-,23,59,-,-,-,-,-,-,-,-,-,-,40,MC,6800,225/1,Bet 365,Further details,53
Aaron Baddeley,-,-,-,MC,-,-,-,-,21,-,-,-,-,-,40,48,MC,-,MC,59,MC,57,-,39,6700,200/1,Bet 365,Further details,64
Henrik Norlander,-,-,-,MC,-,-,2,35,-,-,MC,MC,-,-,-,-,MC,2,54,54,5,-,MC,39,6700,225/1,Bet 365,Further details,MC
Kevin Yu,-,-,-,MC,-,-,MC,MC,59,-,MC,30,-,-,-,-,-,-,-,-,-,-,MC,54,6700,175/1,Bet 365,Further details,MC
Marty Dou Zecheng,-,-,-,MC,-,-,12,MC,-,-,MC,65,-,-,-,-,-,-,MC,-,-,-,-,67,6700,225/1,Bet 365,Further details,MC
Josh Teater,70^,-,-,MC^,7^,-,5^,-,-,-,-,-,-,-,-,MC,-,45,37,MC,MC,54,-,-,6700,200/1,Bet 365,Further details,MC
Austin Cook,-,-,-,56,-,-,68,MC,-,-,10,13,-,-,-,-,-,-,1,11,61,MC,MC,MC,6700,200/1,Bet 365,Further details,MC
Kelly Kraft,-,-,-,25,-,-,16,23,-,-,71,53,-,-,-,-,MC,21,22,MC,-,-,MC,MC,6700,275/1,Bet 365,Further details,19
Tyler Duncan,-,-,-,MC,-,-,16,18,-,-,MC^,-,-,-,-,-,-,-,25,74,1,MC,MC,MC,6700,200/1,Bet 365,Further details,3
David Lingmerth,-,-,-,-,-,-,-,-,73,-,MC,76,-,-,-,14,63,-,17,MC,43,-,-,10,6600,250/1,Bet 365,Further details,MC
Russell Knox,-,-,-,30,-,-,28,MC,-,-,69,76,-,27,32,MC,-,-,37,-,20,MC,40,21,6600,200/1,Bet 365,Further details,44
Zac Blair,-,-,-,52,-,-,MC,42,38,-,MC,-,-,-,-,32,33,57,MC,-,MC,-,-,29,6600,275/1,Bet 365,Further details,MC
Satoshi Kodaira,MC^,36^,-,30,-,-,MC,-,12,-,MC,13,-,-,-,-,-,-,-,-,74,MC,-,-,6600,225/1,Bet 365,Further details,75
Scott Piercy,-,-,-,MC,-,-,MC,42,-,-,23,27,-,-,63,17,-,-,-,-,-,18,70,MC,6600,225/1,Bet 365,Further details,38
Peter Malnati,-,-,-,11,-,-,51,MC,-,-,59,37,-,-,-,-,75,MC,MC,MC,MC,48,40,MC,6600,300/1,Bet 365,Further details,MC
Andrew Novak,-,-,-,MC,-,-,MC,MC,51,-,-,45,-,-,-,-,-,-,MC,-,-,-,26,MC,6600,200/1,Bet 365,Further details,73
Charley Hoffman,-,-,-,MC,-,-,MC,MC,-,-,MC,45,-,-,22,MC,-,-,-,-,-,23,-,MC,6600,225/1,Bet 365,Further details,13
Brice Garnett,-,-,-,52,-,-,MC,-,-,-,MC,30,-,-,36,73,85,-,29,37,MC,MC,MC,46,6500,350/1,Bet 365,Further details,MC
Doc Redman,-,-,-,MC,-,-,56,66,-,-,MC,13,-,-,-,-,-,-,-,-,23,MC,MC,64,6500,350/1,Bet 365,Further details,MC
Seung-yul Noh,-,-,-,MC,-,-,MC,-,-,-,-,72,-,-,27,-,MC,57,-,-,-,-,-,-,6500,200/1,Bet 365,Further details,WD
Kevin Chappell,-,-,-,MC,-,-,28,-,-,-,-,45,-,43,32,8,2,MC,-,-,MC,65,-,MC,6500,300/1,Bet 365,Further details,MC
Francesco Molinari,31,-,-,MC,-,-,-,-,63,-,-,60,-,-,-,-,-,-,-,-,-,-,-,MC,6500,250/1,Bet 365,Further details,MC
Robert Streb,-,-,-,MC,-,-,35,MC,-,-,MC,65,-,-,-,1,25,57,MC,32,MC,1,MC,MC,6500,225/1,Bet 365,Further details,64
Cameron Percy,-,-,-,MC,-,-,43,-,-,-,59,72,-,-,-,63,33,21,70,-,MC,MC,-,MC,6500,350/1,Bet 365,Further details,77
Nicolas Echavarria,-,-,-,MC,-,-,-,MC,-,-,31,76,-,-,-,-,-,-,-,-,-,-,-,MC,6500,300/1,Bet 365,Further details,44
Brent Grant,-,-,-,MC,-,-,MC,35,-,-,38,MC,-,-,-,-,-,-,-,-,-,-,-,54,6400,350/1,Bet 365,Further details,64
Tyson Alexander,-,-,-,30,-,-,MC,MC,76,-,MC,8,-,-,-,-,-,-,-,-,-,-,-,62,6400,200/1,Bet 365,Further details,MC
Fred Biondi,-,-,-,MC,-,-,MC,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,6400,350/1,Bet 365,Further details,23
Jimmy Walker,-,-,-,30,-,-,43,MC,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,MC,-,6400,275/1,Bet 365,Further details,MC
Brian Gay,30^,-,14^,MC,10^,-,MC,5^,11^,-,MC,37,-,43,4,-,-,MC,3,23,MC,-,40,MC,6400,350/1,Bet 365,Further details,38
Sean O'Hair,MC^,-,-,MC,-,-,MC,-,-,-,-,37,-,20,MC,17,18,-,MC,46,-,59,-,MC,6400,400/1,Bet 365,Further details,MC
Richy Werenski,-,-,-,66,-,-,65,MC,-,-,45,69,-,-,-,-,-,MC,MC,15,-,MC,MC,MC,6400,400/1,Bet 365,Further details,MC
Hank Lebioda,-,-,-,19,-,-,35,-,-,-,-,MC,-,-,-,-,-,-,-,32,30,MC,MC,MC,6400,400/1,Bet 365,Further details,MC
Harrison Endycott,-,-,-,MC,-,-,28,56,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,MC,6400,400/1,Bet 365,Further details,MC
