Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
Erik van Rooyen,MC,MC,MC,68,6,MC,MC,-,-,-,8,16,-,-,-,-,-,-,-,-,-,MC,-,-,7100,125/1,Bet 365,Further details,30
Martin Laird,MC,70,MC,-,20,2,58,-,-,-,-,-,-,-,-,3,64,8,17,46,MC,MC,-,MC,7100,125/1,Bet 365,Further details,19
Harry Hall,56,MC,-,60,MC,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,7100,110/1,Bet 365,Further details,45
Marty Dou Zecheng,52,17,MC,44,39,MC,51,-,-,-,-,-,-,-,-,-,-,-,MC,-,-,-,-,21,7000,125/1,Bet 365,Further details,MC
Matthias Schmid,18,MC,MC,44,MC,20,22,-,-,MC,24,79,-,-,-,-,-,-,-,-,-,-,-,59,7000,125/1,Bet 365,Further details,MC
Lanto Griffin,MC,MC,51,-,-,MC,-,20^,MC^,-,-,-,-,-,-,-,-,-,MC,-,17,-,66,-,7000,125/1,Bet 365,Further details,MC
Ryan Gerard,-,56,26,MC,5,57,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7000,125/1,Bet 365,Further details,MC
Joel Dahmen,MC,MC,MC,-,10,MC,64,-,-,-,-,-,-,-,-,-,-,-,MC,46,MC,52,-,MC,7000,150/1,Bet 365,Further details,MC
Carson Young,15,52,MC,-,43,MC,67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,7000,125/1,Bet 365,Further details,19
Vincent Whaley,-,40,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,23,MC,MC,7000,150/1,Bet 365,Further details,25
Austin Smotherman,MC,MC,51,MC,MC,MC,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,25,6900,150/1,Bet 365,Further details,MC
James Hahn,MC,MC,35,MC,6,62,MC,-,-,-,-,-,-,-,-,MC,41,MC,-,78,-,9,MC,51,6900,150/1,Bet 365,Further details,45
Zach Johnson,29,70,35,-,55,-,MC,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,6900,150/1,Bet 365,Further details,MC
Scott Piercy,WD,-,WD,MC,MC,WD,45,-,-,-,-,-,-,-,-,MC,-,3,17,MC,67,MC,11,MC,6900,125/1,Bet 365,Further details,MC
Seung-yul Noh,-,70,63,WD,28,69,-,-,-,-,-,-,-,-,MC,-,MC,62,-,-,-,-,MC,MC,6900,150/1,Bet 365,Further details,MC
Adam Long,MC,MC,MC,16,MC,37,MC,-,-,-,-,-,-,-,-,-,-,-,-,63,23,-,MC,MC,6900,150/1,Bet 365,Further details,MC
Patton Kizzire,MC,MC,MC,62,-,MC,MC,-,-,-,-,-,-,-,-,-,-,2,MC,-,MC,MC,28,MC,6900,175/1,Bet 365,Further details,56
Zac Blair,2,MC,MC,MC,-,13,MC,-,-,-,-,-,-,-,-,12,MC,62,30,-,4,MC,-,12,6800,100/1,Bet 365,Further details,52
Jimmy Walker,MC,MC,42,MC,-,MC,MC,-,-,-,-,-,-,4,1,63,-,-,-,-,-,-,-,25,6800,150/1,Bet 365,Further details,30
Russell Knox,49,47,57,33,47,53,MC,-,-,-,-,-,-,9,26,68,MC,-,-,MC,-,9,58,25,6800,175/1,Bet 365,Further details,30
Doc Redman,MC,MC,MC,9,MC,30,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,3,MC,MC,6800,150/1,Bet 365,Further details,MC
Peter Malnati,MC,9,MC,52,MC,MC,MC,-,-,-,-,-,-,-,MC,-,MC,35,30,25,MC,MC,22,MC,6800,150/1,Bet 365,Further details,11
Ryan Moore,MC,64,MC,14,MC,MC,MC,-,-,-,-,-,-,-,-,-,10,-,17,2,MC,-,MC,MC,6800,175/1,Bet 365,Further details,45
Preston Summerhays,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6800,100/1,Bet 365,Further details,56
Robby Shelton IV,MC,70,MC,MC,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,52,MC,-,21,6700,200/1,Bet 365,Further details,19
Cameron Percy,-,MC,MC,16,-,MC,MC,-,-,-,-,-,-,-,-,26,-,-,-,-,7,23,64,25,6700,200/1,Bet 365,Further details,MC
Brice Garnett,-,47,MC,33,MC,53,MC,-,-,-,-,-,-,-,51,46,-,-,17,-,23,67,MC,43,6700,225/1,Bet 365,Further details,52
Carl Yuan,MC,14,MC,MC,34,MC,73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,6700,175/1,Bet 365,Further details,68
Kevin Chappell,-,-,MC,MC,44,64,-,-,-,-,-,-,-,MC,46,MC,MC,-,-,-,40,56,MC,MC,6700,250/1,Bet 365,Further details,MC
Kevin Tway,52,47,MC,44,MC,MC,MC,-,-,-,-,-,-,-,40,-,-,62,52,1,MC,MC,30,MC,6700,200/1,Bet 365,Further details,MC
Tano Goya,-,MC,26,40,55,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,6700,200/1,Bet 365,Further details,MC
Trevor Cone,-,40,MC,3,66,64,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,6700,200/1,Bet 365,Further details,MC
Kramer Hickok,MC,MC,69,28,MC,30,MC,-,-,-,-,-,-,-,-,-,-,-,-,MC,-,MC,MC,25,6600,225/1,Bet 365,Further details,MC
Cody Gribble,-,MC,42,52,MC,MC,-,-,-,-,-,-,-,-,-,-,-,8,59,MC,-,-,-,-,6600,275/1,Bet 365,Further details,MC
Kevin Kisner,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,33,21,-,-,-,-,-,-,-,-,6600,200/1,Bet 365,Further details,62
Sean O'Hair,-,MC,MC,MC,MC,MC,-,MC^,45^,MC^,-,-,-,-,26,WD,26,-,-,MC,-,MC,58,-,6600,350/1,Bet 365,Further details,MC
Devon Bling,8^,23^,-,12^,2^,-,2^,-,-,13^,MC^,54^,-,-,-,-,-,-,-,-,-,-,-,-,6600,250/1,Bet 365,Further details,MC
Harry Higgs,-,52,57,MC,MC,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,23,2,MC,MC,6600,250/1,Bet 365,Further details,MC
Henrik Norlander,-,81,MC,28,MC,57,MC,-,-,-,-,-,-,-,-,-,64,-,-,-,MC,MC,-,MC,6600,250/1,Bet 365,Further details,MC
Kevin Roy,-,MC,31,MC,20,MC,MC,-,MC^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,6600,225/1,Bet 365,Further details,MC
Harrison Endycott,-,MC,66,MC,MC,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,6500,250/1,Bet 365,Further details,MC
Benjamin Taylor,MC,MC,MC,73,-,71,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,36,-,25,6500,350/1,Bet 365,Further details,30
