Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
Kevin Streelman,-,MC,MC,35,-,-,-,-,-,-,MC,-,-,MC,-,-,-,3,67,29,MC,45,37,39,6800,225/1,Bet 365,Further details,61
Michael Thompson,-,-,-,MC,-,-,-,-,-,-,31,MC,-,MC,78,-,11,63,14,MC,13,MC,-,11,6800,250/1,Bet 365,Further details,37
Doug Ghim,MC,MC,-,-,-,-,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,20,MC,37,34,6800,225/1,Bet 365,Further details,MC
Adam Long,44,MC,MC,MC,-,-,-,-,-,-,48,MC,-,-,-,-,-,-,-,-,MC,-,-,65,6800,275/1,Bet 365,Further details,73
Ben Martin,49,MC,MC,21,-,-,-,-,-,-,31,MC,-,-,-,MC,MC,-,-,-,-,MC,-,-,6800,300/1,Bet 365,Further details,MC
Austin Eckroat,MC,38,MC,-,-,-,-,-,-,-,31,MC,-,-,-,-,-,-,-,-,-,-,-,MC,6800,275/1,Bet 365,Further details,MC
Dylan Wu,49,-,-,46,-,-,-,-,-,-,MC,32,-,-,-,-,-,-,-,-,-,-,-,MC,6700,600/1,Bet 365,Further details,MC
Eric Cole,MC,27,35,39,-,-,-,-,-,-,61,36,-,-,-,-,-,-,-,-,-,-,-,-,6700,275/1,Bet 365,Further details,MC
Austin Smotherman,23,MC,WD,MC,-,-,-,-,-,-,67,-,-,-,-,-,-,-,-,-,-,-,-,11,6700,350/1,Bet 365,Further details,MC
Cameron Percy,35,-,-,MC,-,MC,-,-,-,-,-,-,-,-,MC,-,53,MC,71,-,-,36,48,-,6700,275/1,Bet 365,Further details,MC
Cole Hammer,-,-,27,5,-,-,-,-,-,-,61,-,-,-,-,-,-,-,-,-,-,-,-,-,6700,300/1,Bet 365,Further details,MC
Henrik Norlander,MC,15,MC,39,-,-,-,-,-,-,-,-,-,-,MC,-,-,43,MC,-,-,MC,2,MC,6700,200/1,Bet 365,Further details,MC
Andrew Novak,17,-,-,MC,-,-,-,-,-,-,12,MC,-,-,-,-,-,-,-,-,-,-,-,70,6700,400/1,Bet 365,Further details,69
MJ Daffue,29,66,MC,69,-,15,9,-,-,-,54,MC,-,-,-,-,-,-,-,-,-,-,-,-,6700,275/1,Bet 365,Further details,MC
Harrison Endycott,10,MC,-,MC,18,MC,-,-,-,-,MC,22,-,-,-,-,-,-,-,-,-,-,-,-,6600,350/1,Bet 365,Further details,MC
Kevin Tway,MC,MC,43,MC,-,-,-,-,-,-,54,54,-,-,-,37,-,-,41,35,43,30,MC,46,6600,400/1,Bet 365,Further details,18
Marty Dou Zecheng,17,MC,68,67,-,-,-,-,-,-,MC,62,-,-,-,-,-,-,-,MC,-,-,-,-,6600,350/1,Bet 365,Further details,53
David Lingmerth,11,8,MC,10,-,-,-,-,-,-,MC,MC,-,-,MC,47,MC,-,-,MC,-,-,-,-,6600,250/1,Bet 365,Further details,MC
Zac Blair,-,MC,MC,29,-,-,-,-,-,-,48,MC,-,-,-,-,11,MC,41,MC,-,21,-,-,6600,300/1,Bet 365,Further details,MC
Brice Garnett,MC,-,-,46,-,-,-,-,-,-,20,MC,-,-,-,75,MC,MC,-,35,MC,-,-,MC,6600,500/1,Bet 365,Further details,MC
Dylan Frittelli,-,59,MC,MC,-,50,13,-,-,-,-,MC,-,-,-,-,-,-,-,-,MC,73,53,MC,6600,350/1,Bet 365,Further details,37
Austin Cook,44,27,27,MC,-,-,-,-,-,-,MC,36,-,-,-,-,-,-,-,-,-,MC,-,MC,6500,300/1,Bet 365,Further details,53
Tyler Duncan,MC,MC,MC,MC,-,-,54^,-,-,-,MC,41,-,-,-,-,-,-,-,MC,MC,-,MC,-,6500,400/1,Bet 365,Further details,MC
Ryan Armour,MC,21,27,46,-,-,-,-,-,-,MC,65,-,-,-,-,MC,-,39,-,-,-,-,-,6500,500/1,Bet 365,Further details,MC
Keita Nakajima,5^,-,35^,MC^,8^,-,-,-,-,-,54,-,-,-,-,-,-,-,-,-,-,-,-,-,6500,250/1,Bet 365,Further details,MC
Adam Schenk,29,-,MC,MC,-,-,-,-,-,-,67,MC,-,-,-,-,-,-,-,MC,57,-,MC,56,6500,300/1,Bet 365,Further details,20
