Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
Russell Henley,-,53,19,-,17,-,4,19,-,-,-,-,-,-,MC,MC,12,22,71,50,-,37,71,60,7300,100/1,Bet 365,Further details,MC
Brendon Todd,-,39,27,-,-,53,-,51,26^^,-,8,-,-,-,-,72,MC,-,-,-,-,17,MC,-,7300,400/1,Bet 365,Further details,MC
Victor Perez,-,-,-,45,31,-,-,-,13^^,-,9,-,-,-,-,-,-,-,-,-,-,22,MC,-,7300,300/1,Bet 365,Further details,12
Emiliano Grillo,-,39,MC,-,70,53,-,7,-,5,23,-,-,-,-,-,61,13,MC,31,23,66,38,-,7300,300/1,Bet 365,Further details,MC
Billy Horschel,42,MC,MC,-,9,-,52,MC,11^^,-,-,-,-,-,MC,58,25,79,48,35,23,43,23,68,7200,250/1,Bet 365,Further details,MC
Harris English,MC,2,MC,-,31,-,43,63,13^^,-,3,-,-,-,61,MC,48,60,-,-,-,19,64,-,7200,200/1,Bet 365,Further details,MC
Taylor Montgomery,-,39,44,-,17,22,-,MC,19^^,-,MC,50,-,-,-,-,-,-,-,-,-,-,-,-,7200,250/1,Bet 365,Further details,65
Christiaan Bezuidenhout,42,MC,13,-,59,28,-,19,MC,-,-,23,-,-,-,-,-,-,-,-,-,MC,30,MC,7200,300/1,Bet 365,Further details,MC
MinWoo Lee,26,MC,6,-,31,-,MC,MC,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,MC,7200,175/1,Bet 365,Further details,18
Nicolai Hojgaard,32,-,-,-,2,28,-,-,32^^,33,5,-,-,-,-,-,-,-,-,-,-,-,-,MC,7200,250/1,Bet 365,Further details,50
Davis Riley,29,8,MC,19,28,WD,-,MC,1^^,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,13,7100,350/1,Bet 365,Further details,MC
